code,name,text,type_code,traits,pack_code,illustrator,image_url,xp,faction_code
03043,Curtain Call,"Easy / Standard [skull]: -1 (-3 instead if you have 3 or more horror on you). [cultist] [tablet] [elder_thing]: -4. If your location has at least 1 horror on it, take 1 horror (from the token pool) . If your location has no horror on it, place 1 horror on it instead.",scenario,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03043.jpg,0,mythos
03045,Encore,"Forced - After Royal Emissary is added to the victory display: Remove all doom from play and reset the agenda deck to agenda 1a. Then, place 3 doom on that agenda.",agenda,No traits,ptc,Federico Piatti,https://arkhamdb.com/bundles/cards/03045.jpg,0,mythos
03047a,The Stranger,"Objective - When The Man in the Pallid Mask would be discarded from play, advance.",act,No traits,ptc,JB Casacop,https://arkhamdb.com/bundles/cards/03047a.jpg,0,mythos
03047b,The Stranger,"Objective - When The Man in the Pallid Mask would be discarded from play, advance.",act,No traits,ptc,JB Casacop,https://arkhamdb.com/bundles/cards/03047b.jpg,0,mythos
03047c,The Stranger,"Objective - When The Man in the Pallid Mask would be discarded from play, advance.",act,No traits,ptc,JB Casacop,https://arkhamdb.com/bundles/cards/03047c.jpg,0,mythos
03048,Curtain Call,"While The Man in the Pallid Mask is not in play, the Lobby gains: ""[action]: Resign. "" Forced - At the end of the round: Place 1 horror on each location with no horror that is connected to a location with horror. Objective - If each undefeated investigator has resigned, advance.",act,No traits,ptc,JB Casacop,https://arkhamdb.com/bundles/cards/03048.jpg,0,mythos
03050,Lobby,"Forced - When Lobby is revealed: Put 2 of the set-aside Lobby Doorway locations into play, at random. [action] [action]: Draw 3 cards.",location,No traits,ptc,Mark Molnar,https://arkhamdb.com/bundles/cards/03050.jpg,0,mythos
03051,Balcony,Forced - After you perform a move action during which you move from the Balcony to the Theatre: Take 2 damage.,location,No traits,ptc,Mark Molnar,https://arkhamdb.com/bundles/cards/03051.jpg,0,mythos
03052,Backstage,"Forced - When Backstage is revealed: Put 2 of the set-aside Backstage Doorway locations into play, at random. While you are at Backstage, each hidden treachery in your hand counts as 3 cards instead of 1 for the purposes of counting your hand size.",location,No traits,ptc,Mark Molnar,https://arkhamdb.com/bundles/cards/03052.jpg,0,mythos
03053,Lighting Box,"While you are in the Lighting Box, increase the resource cost of each card in your hand by 2.",location,Private,ptc,Mark Molnar,https://arkhamdb.com/bundles/cards/03053.jpg,0,mythos
03054,Box Office,"[action]: Gain 5 resources. Remember that you ""stole from the box office."" (Group limit once per game.)",location,Private,ptc,Mark Molnar,https://arkhamdb.com/bundles/cards/03054.jpg,0,mythos
03055,Green Room,"[action] Investigate. You get +3 [intellect] for this investigation. After this skill test ends, discard each card in your hand.",location,Private,ptc,Mark Molnar,https://arkhamdb.com/bundles/cards/03055.jpg,0,mythos
03056,Dressing Room,[action] [action] [action]: Heal 3 horror.,location,Private,ptc,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/03056.jpg,0,mythos
03057,Rehearsal Room,Forced - After you succeed by 2 or more while investigating the Rehearsal Room: Take 1 horror.,location,Private,ptc,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/03057.jpg,0,mythos
03058,Trap Room,Forced - After you reveal the Trap Room: Search the encounter deck and discard pile for 1 copy of Swarm of Rats and put it into play engaged with you (2 copies instead if there are 3 or 4 investigators in the game). Shuffle the encounter deck if it is searched.,location,Private,ptc,Mark Molnar,https://arkhamdb.com/bundles/cards/03058.jpg,0,mythos
03059,The Man in the Pallid Mask,"Spawn - Location farthest from all investigators. Aloof. [action]: Investigate. Your location gets +2 shroud for this investigation. If you succeed, instead of discovering clues, defeat The Man in the Pallid Mask.",enemy,Humanoid|Elite,ptc,Adam Lane,https://arkhamdb.com/bundles/cards/03059.jpg,0,neutral
03060,Royal Emissary,Prey - Lowest [willpower]. Massive. Hunter. Retaliate. Forced - At the end of the enemy phase: Each investigator at Royal Emissary's location or a connecting location takes 1 horror.,enemy,Monster|Elite,ptc,Sam Lamont,https://arkhamdb.com/bundles/cards/03060.jpg,0,mythos
03061,The Last King,"Easy / Standard [skull]: Reveal another token. If you fail, place 1 doom on a [[Possessed]] enemy in play. [cultist]: -2. If you fail, place 1 of your clues on your location. [tablet]: -4. If you fail, take 1 horror. [elder_thing]: -X. X is the shroud value of your location.",scenario,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03061.jpg,0,mythos
03063,The Terrifying Truth,"Forced - When this agenda would advance by reaching its doom threshold: Instead, remove all doom in play and randomly resolve one of the Sickening Reality cards underneath the scenario reference card. If there are no cards underneath the scenario reference card, advance to agenda 2b instead.",agenda,No traits,ptc,Jokubas Uogintas,https://arkhamdb.com/bundles/cards/03063.jpg,0,mythos
03064,Discovering the Truth,"Forced - When an investigator is eliminated (by defeat or resignation) : Place each of that investigator's clues on this act, instead of placing them at his or her location. Objective - Find as many clues as you can, then get out of this awful place!",act,No traits,ptc,Vlad Ricean,https://arkhamdb.com/bundles/cards/03064.jpg,0,mythos
03065,Sickening Reality,"Each investigator at Constance Dumaine's location takes 1 horror. Move each clue from Constance Dumaine to her location. Flip this card to its enemy side, and switch it with the [[Bystander]] asset version of Constance Dumaine, removing that version from the game.",story,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03065.jpg,0,mythos
03065b,Constance Dumaine,"Hunter. While Constance Dumaine is exhausted, she gets +3 fight.",enemy,Monster|Possessed|Elite,ptc,Andreia Ugrai,https://arkhamdb.com/bundles/cards/03065b.jpg,0,mythos
03066,Sickening Reality,"Each investigator at Jordan Perry's location takes 1 horror. Move each clue from Jordan Perry to his location. Flip this card to its enemy side, and switch it with the [[Bystander]] asset version of Jordan Perry, removing that version from the game.",story,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03066.jpg,0,mythos
03066b,Jordan Perry,Hunter. Forced - At the beginning of the enemy phase: Heal 1 damage from Jordan Perry.,enemy,Monster|Possessed|Elite,ptc,Rafał Hrynkiewicz,https://arkhamdb.com/bundles/cards/03066b.jpg,0,mythos
03067,Sickening Reality,"Each investigator at Ishimaru Haruko's location takes 1 horror. Move each clue from Ishimaru Haruko to her location. Flip this card to its enemy side, and switch it with the [[Bystander]] asset version of Ishimaru Haruko, removing that version from the game.",story,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03067.jpg,0,mythos
03067b,Ishimaru Haruko,Hunter. Forced - After you deal damage to Ishimaru Haruko by an effect other than an attack: Draw the top card of the encounter deck.,enemy,Monster|Possessed|Elite,ptc,Matt Bradbury,https://arkhamdb.com/bundles/cards/03067b.jpg,0,mythos
03068,Sickening Reality,"Each investigator at Sebastien Moreau's location takes 1 horror. Move each clue from Sebastien Moreau to his location. Flip this card to its enemy side, and switch it with the [[Bystander]] asset version of Sebastien Moreau, removing that version from the game.",story,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03068.jpg,0,mythos
03068b,Sebastien Moreau,Hunter. Retaliate. Sebastien Moreau's attacks cannot be canceled.,enemy,Monster|Possessed|Elite,ptc,Martin de Diego Sádaba,https://arkhamdb.com/bundles/cards/03068b.jpg,0,mythos
03069,Sickening Reality,"Each investigator at Ashleigh Clarke's location takes 1 horror. Move each clue from Ashleigh Clarke to her location. Flip this card to its enemy side, and switch it with the [[Bystander]] asset version of Ashleigh Clarke, removing that version from the game",story,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03069.jpg,0,mythos
03069b,Ashleigh Clarke,Hunter. Each investigator at Ashleigh Clarke's location does not draw cards during the upkeep phase.,enemy,Monster|Possessed|Elite,ptc,Jeff Lee Johnson,https://arkhamdb.com/bundles/cards/03069b.jpg,0,mythos
03070,Foyer,"[action]: Resign. Having found valuable information about the production, you depart and plan your next move. (If each undefeated investigator has resigned, proceed to ""if no resolution was reached"" in the Campaign Guide.)",location,No traits,ptc,Chris Ostrowski,https://arkhamdb.com/bundles/cards/03070.jpg,0,mythos
03071,Ballroom,[reaction] After you perform a parley action in the Ballroom: Gain 2 resources. (Group limit once per phase.),location,No traits,ptc,Chris Ostrowski,https://arkhamdb.com/bundles/cards/03071.jpg,0,mythos
03072,Living Room,[reaction] After you perform a parley action in the Living Room: Draw 1 card. (Group limit once per phase.),location,No traits,ptc,Chris Ostrowski,https://arkhamdb.com/bundles/cards/03072.jpg,0,mythos
03073,Gallery,"Forced - After you end your turn at the Gallery: Test [willpower] (2). If you fail, place 1 of your clues on the Gallery.",location,No traits,ptc,Mark Molnar,https://arkhamdb.com/bundles/cards/03073.jpg,0,mythos
03074,Courtyard,"Forced - After you enter the Courtyard: Discard the top card of the encounter deck. If that card is an enemy, draw it.",location,No traits,ptc,Mark Molnar,https://arkhamdb.com/bundles/cards/03074.jpg,0,mythos
03075,Dining Room,"[action]: Heal 1 horror. Then, reveal a random token from the chaos bag. If a [skull] or [auto_fail] symbol is revealed, take 1 horror and place 1 doom on the Dining Room.",location,No traits,ptc,Matt Bradbury,https://arkhamdb.com/bundles/cards/03075.jpg,0,mythos
03076a,Constance Dumaine,"[action]: Parley. Test [intellect] (3) to ask Constance about the play. If you succeed, take control of 1 of the clues on Constance Dumaine. Forced - When the last clue is removed from Constance Dumaine: Flip this card over and resolve its text.",asset,Bystander,ptc,Andreia Ugrai,https://arkhamdb.com/bundles/cards/03076a.jpg,0,neutral
03076b,Engram's Oath,"Remember that you ""interviewed Constance."" Flip this card back over to its [[Bystander]] asset side.",story,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03076b.jpg,0,mythos
03077,Jordan Perry,"[action] If you have 10 or more resources: Parley. Test [intellect] (2) to fraternize with Jordan. If you succeed, take control of 1 of the clues on Jordan Perry. Forced - When the last clue is removed from Jordan Perry: Flip this card over and resolve its text.",asset,Bystander,ptc,Rafał Hrynkiewicz,https://arkhamdb.com/bundles/cards/03077.jpg,0,neutral
03077b,L'agneau Perdu,"Remember that you ""interviewed Jordan."" Flip this card back over to its [[Bystander]] asset side.",story,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03077b.jpg,0,neutral
03078,Ishimaru Haruko,"[action] If you have 6 or more cards in your hand: Parley. Test [willpower] (2) to question Haruko about the play. If you succeed, take control of 1 of the clues on Ishimaru Haruko. Forced - When the last clue is removed from Ishimaru Haruko: Flip this card over and resolve its text.",asset,Bystander,ptc,Matt Bradbury,https://arkhamdb.com/bundles/cards/03078.jpg,0,neutral
03078b,The Pattern,"Remember that you ""interviewed Haruko."" Flip this card back over to its [[Bystander]] asset side.",story,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03078b.jpg,0,neutral
03079,Sebastien Moreau,"[action]: Parley. Test [willpower] (3) to get information about the production from Sebastien. If you succeed, take control of 1 of the clues on Sebastien Moreau. Forced - When the last clue is removed from Sebastien Moreau: Flip this card over and resolve its text.",asset,Bystander,ptc,Martin de Diego Sádaba,https://arkhamdb.com/bundles/cards/03079.jpg,0,neutral
03079b,The First Show,"Remember that you ""interviewed Sebastien."" Flip this card back over to its [[Bystander]] asset side.",story,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03079b.jpg,0,neutral
03080,Ashleigh Clarke,[action] [action]: Parley. You listen to Ashleigh perform. Take control of 1 of the clues on Ashleigh Clarke. Forced - When the last clue is removed from Ashleigh Clarke: Flip this card over and resolve its text.,asset,Bystander,ptc,Jeff Lee Johnson,https://arkhamdb.com/bundles/cards/03080.jpg,0,neutral
03080b,Above and Below,"Remember that you ""interviewed Ashleigh."" Flip this card back over to its [[Bystander]] asset side.",story,No traits,ptc,Unknown,https://arkhamdb.com/bundles/cards/03080b.jpg,0,neutral
03081,Dianne Devine,"Aloof. Each investigator at Dianne Devine's location cannot discover or take control of clues. Forced - At the beginning of the enemy phase: Find the [[Bystander]] asset with the fewest clues on it. Move Dianne Devine to that asset's location, if able.",enemy,Humanoid|Cultist|Elite,ptc,Anna Steinbauer,https://arkhamdb.com/bundles/cards/03081.jpg,0,mythos
03082,Fine Dining,Peril. Revelation - You must either place 1 of your clues on a [[Bystander]] asset in play or take 1 horror and 1 damage.,treachery,Terror,ptc,Tom Garden,https://arkhamdb.com/bundles/cards/03082.jpg,0,mythos
03083,Tough Crowd,Revelation - Put Tough Crowd into play next to the agenda deck. Each investigator must spend 1 additional action to parley. Forced - At the end of the round: Discard Tough Crowd.,treachery,Hazard,ptc,Matt Bradbury,https://arkhamdb.com/bundles/cards/03083.jpg,0,mythos
03084a,Whispers in Your Head,Peril. Hidden. Revelation - Secretly add Whispers in Your Head (Dismay) to your hand. You cannot commit skill cards to skill tests. [action] [action]: Discard Whispers in Your Head (Dismay) from your hand.,treachery,Terror,ptc,Nick Deligaris,https://arkhamdb.com/bundles/cards/03084a.jpg,0,mythos
